document_id,source_system_id,source_system,source_system_instance,source_status,canonical_status,iso19650_status_code,project_code,originator_code,volume_code,level_code,type_code,role_code,iso19650_filename,mdr_id,document_type,discipline,revision,title,description,file_format,approval_class,certification_required,certifying_body,certifying_body_contact,confidentiality_class,sensitive_information,author,co_author,originator_company,reviewer,approver,issue_date,ingested_at
255c58a9-209b-5153-925a-243c01e77886,4595,SharePoint,SharePoint_PMC,Approved,APPROVED_DRAFT,S4,PROJ1,GAMMAEPC,ZZ,00,SH,IN,PROJ1-GAMMAEPC-ZZ-00-SH-IN-000011-A,PROJ1-GAMMAEPC-ZZ-SH-IN-000011,Instrument Index,Instrumentation,A,Instrumentation -- Instrument Index -- SP-4595,"Instrument Index for Instrumentation scope, version 1.0.",PDF,CUSTOMER,False,,,CONFIDENTIAL,True,Patricia Lee,,Gamma EPC Ltd,Shelby Hodge,,2025-07-28,2025-07-30T13:18:28Z
05b62de5-1778-57f0-aac6-bee16236361b,4597,SharePoint,SharePoint_PMC,Client Approved,APPROVED_CUSTOMER,S4,PROJ1,GAMMAEPC,ZZ,00,RP,IN,PROJ1-GAMMAEPC-ZZ-00-RP-IN-000012-A,PROJ1-GAMMAEPC-ZZ-RP-IN-000012,SIL Assessment,Instrumentation,A,Instrumentation -- SIL Assessment -- SP-4597,"SIL Assessment for Instrumentation scope, version 1.1.",PDF,AUTHORITY,False,,,CONFIDENTIAL,True,Thomas Parsons,,Gamma EPC Ltd,Paul Harrington,,2025-09-17,2025-09-18T14:26:58Z
463ba7be-e67c-5df1-be24-0f708761bbf8,4608,SharePoint,SharePoint_PMC,Client Approved,APPROVED_CUSTOMER,S4,PROJ1,GAMMAEPC,ZZ,00,RP,CI,PROJ1-GAMMAEPC-ZZ-00-RP-CI-000012-A,PROJ1-GAMMAEPC-ZZ-RP-CI-000012,Grading Plan,Civil,A,Civil -- Grading Plan -- SP-4608,"Grading Plan for Civil scope, version 1.0.",PDF,CERTIFICATION,True,SGS,,CONFIDENTIAL,True,Kathy Morales,,Gamma EPC Ltd,Michelle Parker,,2025-06-10,2025-06-13T08:32:18Z
81a507b0-6582-5084-a20b-0a564ae7b012,4614,SharePoint,SharePoint_PMC,Client Approved,APPROVED_CUSTOMER,S4,PROJ1,GAMMAEPC,ZZ,00,DR,EL,PROJ1-GAMMAEPC-ZZ-00-DR-EL-000007-A,PROJ1-GAMMAEPC-ZZ-DR-EL-000007,Motor Control Centre Layout,Electrical,A,Electrical -- Motor Control Centre Layout -- SP-4614,"Motor Control Centre Layout for Electrical scope, version 1.1.",DWG,CERTIFICATION,True,TUV SUD,,INTERNAL,False,Michael Thomas,,Gamma EPC Ltd,Leah Hoffman,,2025-11-27,2025-11-30T14:34:08Z
75344f24-62d2-52ce-925b-adc609306e11,4626,SharePoint,SharePoint_PMC,Draft,IN_PROGRESS,S0,PROJ1,GAMMAEPC,ZZ,00,DS,ME,PROJ1-GAMMAEPC-ZZ-00-DS-ME-000018-A,PROJ1-GAMMAEPC-ZZ-DS-ME-000018,Heat Exchanger Datasheet,Mechanical,A,Mechanical -- Heat Exchanger Datasheet -- SP-4626,"Heat Exchanger Datasheet for Mechanical scope, version 1.0.",PDF,CERTIFICATION,True,Bureau Veritas,,CONFIDENTIAL,True,Amy Johnson,,Gamma EPC Ltd,Denise Martin,,2025-12-10,2025-12-13T13:56:18Z
cd2f1aaa-9f90-5ab5-99dc-1d0d82aa08ce,4638,SharePoint,SharePoint_PMC,Draft,IN_PROGRESS,S0,PROJ1,GAMMAEPC,ZZ,00,DR,CI,PROJ1-GAMMAEPC-ZZ-00-DR-CI-000013-A,PROJ1-GAMMAEPC-ZZ-DR-CI-000013,Drainage Layout,Civil,A,Civil -- Drainage Layout -- SP-4638,"Drainage Layout for Civil scope, version 1.1.",PDF,CUSTOMER,False,,,INTERNAL,False,Amy Black,,Gamma EPC Ltd,Angela Chavez,,2025-08-01,2025-08-05T17:52:39Z
af350446-8927-507a-8954-e4ca557a07a5,AVA-000001,Aveva,Aveva_EPC,Returned for Comment,REVISION_REQUIRED,S3,PROJ1,DELTATECH,ZZ,00,CT,ME,PROJ1-DELTATECH-ZZ-00-CT-ME-000019-A,PROJ1-DELTATECH-ZZ-CT-ME-000019,Mechanical Completion Certificate,Mechanical,A,Mechanical -- Mechanical Completion Certificate -- AVA-000001,"Mechanical Completion Certificate for Mechanical scope, revision A.",PDF,CERTIFICATION,True,TUV Rheinland,,RESTRICTED,True,Michael Sutton,,Delta Technics BV,Charlene Hall,Danny Gross,2026-01-04,2026-01-06T11:24:43Z
d18fd8e2-a720-511c-8ae6-48c712201961,AVA-000002,Aveva,Aveva_EPC,Superseded,SUPERSEDED,S7,PROJ1,DELTATECH,ZZ,00,SH,ME,PROJ1-DELTATECH-ZZ-00-SH-ME-000020-A,PROJ1-DELTATECH-ZZ-SH-ME-000020,Line List,Mechanical,A,Mechanical -- Line List -- AVA-000002,"Line List for Mechanical scope, revision A.",PDF,AUTHORITY,False,,,CONFIDENTIAL,True,Joseph Lewis,,Delta Technics BV,Jeffrey Monroe,Alexis Hill,2025-12-28,2026-01-02T16:42:45Z
0e881b51-e477-596f-bd29-ef126aeed79e,AVA-000003,Aveva,Aveva_EPC,For Information,APPROVED_DRAFT,S4,PROJ1,DELTATECH,ZZ,00,RP,IN,PROJ1-DELTATECH-ZZ-00-RP-IN-000013-B,PROJ1-DELTATECH-ZZ-RP-IN-000013,SIL Assessment,Instrumentation,B,Instrumentation -- SIL Assessment -- AVA-000003,"SIL Assessment for Instrumentation scope, revision B.",PDF,AUTHORITY,False,,,CONFIDENTIAL,True,Seth Pacheco,,Delta Technics BV,Samantha Garner,Rebecca Scott,2025-10-13,2025-10-17T10:24:21Z
7502e0e4-e4d6-5b85-9581-a1d69b8393be,AVA-000004,Aveva,Aveva_EPC,For Information,APPROVED_DRAFT,S4,PROJ1,DELTATECH,ZZ,00,RP,IN,PROJ1-DELTATECH-ZZ-00-RP-IN-000014-B,PROJ1-DELTATECH-ZZ-RP-IN-000014,SIL Assessment,Instrumentation,B,Instrumentation -- SIL Assessment -- AVA-000004,"SIL Assessment for Instrumentation scope, revision B.",PDF,AUTHORITY,False,,,CONFIDENTIAL,True,Katelyn Fischer,,Delta Technics BV,Jessica Diaz,Erik Wilson,2025-12-11,2025-12-13T12:00:42Z
00ea9cb9-d1cb-5d73-89b9-da4a0e4d6fcc,AVA-000005,Aveva,Aveva_EPC,Certified,APPROVED_CERTIFICATION,S4,PROJ1,DELTATECH,ZZ,00,RP,IN,PROJ1-DELTATECH-ZZ-00-RP-IN-000015-B,PROJ1-DELTATECH-ZZ-RP-IN-000015,Control Narrative,Instrumentation,B,Instrumentation -- Control Narrative -- AVA-000005,"Control Narrative for Instrumentation scope, revision B.",PDF,CUSTOMER,False,,,CONFIDENTIAL,True,Rebecca Duke,,Delta Technics BV,Kristen Goodman,Michael Ramos,2025-06-27,2025-06-30T11:54:12Z
6e9d78dc-639e-56b2-b4a9-a596836a6ed1,AVA-000006,Aveva,Aveva_EPC,For Information,APPROVED_DRAFT,S4,PROJ1,DELTATECH,ZZ,00,DS,ME,PROJ1-DELTATECH-ZZ-00-DS-ME-000021-B,PROJ1-DELTATECH-ZZ-DS-ME-000021,Heat Exchanger Datasheet,Mechanical,B,Mechanical -- Heat Exchanger Datasheet -- AVA-000006,"Heat Exchanger Datasheet for Mechanical scope, revision B.",PDF,CERTIFICATION,True,DNV,,CONFIDENTIAL,True,Dale Mills,,Delta Technics BV,Joe Jacobs,Carlos Henry,2025-04-05,2025-04-07T17:16:42Z
d503ef7a-aee1-5d41-823a-513d05f41d08,AVA-000007,Aveva,Aveva_EPC,Returned for Comment,REVISION_REQUIRED,S3,PROJ1,DELTATECH,ZZ,00,DS,ME,PROJ1-DELTATECH-ZZ-00-DS-ME-000022-A,PROJ1-DELTATECH-ZZ-DS-ME-000022,Pump Datasheet,Mechanical,A,Mechanical -- Pump Datasheet -- AVA-000007,"Pump Datasheet for Mechanical scope, revision A.",PDF,CERTIFICATION,True,TUV Rheinland,,CONFIDENTIAL,True,David Lee,,Delta Technics BV,Benjamin Curtis,Jean Higgins,2026-01-03,2026-01-07T10:26:55Z
e789e144-a280-5bc5-9851-8e76833c09bc,AVA-000008,Aveva,Aveva_EPC,Issued for Review,SUBMITTED,S2,PROJ1,DELTATECH,ZZ,00,SH,CI,PROJ1-DELTATECH-ZZ-00-SH-CI-000014-A,PROJ1-DELTATECH-ZZ-SH-CI-000014,Civil Material Take-Off,Civil,A,Civil -- Civil Material Take-Off -- AVA-000008,"Civil Material Take-Off for Civil scope, revision A.",PDF,INTERNAL,False,,,PUBLIC,False,,,Delta Technics BV,Sara Fowler,Jason Oneill,2025-05-31,2025-06-03T17:25:00Z
514bcf73-0190-59ba-9211-ebab586dcd29,AVA-000009,Aveva,Aveva_EPC,For Information,APPROVED_DRAFT,S4,PROJ1,DELTATECH,ZZ,00,SH,IN,PROJ1-DELTATECH-ZZ-00-SH-IN-000016-C,PROJ1-DELTATECH-ZZ-SH-IN-000016,Cause & Effect Matrix,Instrumentation,C,Instrumentation -- Cause & Effect Matrix -- AVA-000009,"Cause & Effect Matrix for Instrumentation scope, revision C.",PDF,CUSTOMER,False,,,CONFIDENTIAL,True,Regina Harris,,Delta Technics BV,Jade Moran,Wesley Munoz,2025-08-02,2025-08-03T15:34:12Z
66c3b9a7-842d-5e2d-9d2b-97a5cfe8e660,AVA-000010,Aveva,Aveva_EPC,For Information,APPROVED_DRAFT,S4,PROJ1,DELTATECH,ZZ,00,DR,ME,PROJ1-DELTATECH-ZZ-00-DR-ME-000023-A,PROJ1-DELTATECH-ZZ-DR-ME-000023,P&ID,Mechanical,A,Mechanical -- P&ID -- AVA-000010,"P&ID for Mechanical scope, revision A.",DWG,CUSTOMER,False,,,PUBLIC,False,Christine Williamson,,Delta Technics BV,Leslie Howard,Gloria Phillips,2025-05-01,2025-05-02T15:19:43Z
